description,industry,level,size,line_code,value
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important","Agriculture, forestry, & fishing",1,total,C2501.01,2829
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important",Agriculture,2,total,C2501.01,1884
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important",Commercial fishing,2,total,C2501.01,39
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important",Forestry & logging,2,total,C2501.01,204
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important","Agriculture, forestry, & fishing support services",2,total,C2501.01,702
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important",Mining,1,total,C2501.01,81
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important",Manufacturing,1,total,C2501.01,4137
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important","Food, beverage, & tobacco",2,total,C2501.01,834
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important","Textile, clothing, footwear, & leather",2,total,C2501.01,198
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important",Wood & paper product,2,total,C2501.01,402
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important","Printing, publishing, & recorded media",2,total,C2501.01,159
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important","Petroleum, coal, chemical, & associated product",2,total,C2501.01,285
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important",Non-metallic mineral product,2,total,C2501.01,165
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important",Metal product,2,total,C2501.01,759
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important",Transport and industrial machinery & equipment,2,total,C2501.01,795
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important",Other machinery & equipment,2,total,C2501.01,210
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important",Other manufacturing,2,total,C2501.01,324
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important","Electricity, gas, water, & waste services",1,total,C2501.01,147
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important",Construction,1,total,C2501.01,5910
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important",Wholesale trade,1,total,C2501.01,2592
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important",Machinery & equipment wholesaling,2,total,C2501.01,765
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important",Other wholesale trade,2,total,C2501.01,1824
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important",Retail trade,1,total,C2501.01,3708
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important",Accommodation & food services,1,total,C2501.01,4281
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important","Transport, postal, & warehousing",1,total,C2501.01,1278
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important",Information media & telecommunications,1,total,C2501.01,330
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important",Publishing,2,total,C2501.01,129
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important",Motion picture,2,total,C2501.01,105
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important",Telecommunications,2,total,C2501.01,93
